ZONA METROPOLITANA,CONTROL,CICLO,PRIMER INGRESO
ZM DE VILLAHERMOSA,PRIVADO,2021,7587
ZM DE VILLAHERMOSA,PRIVADO,2022,8358
ZM DE VILLAHERMOSA,PRIVADO,2023,8964
ZM DE VILLAHERMOSA,PRIVADO,2024,8457
ZM DE VILLAHERMOSA,PUBLICO,2014,8397
ZM DE VILLAHERMOSA,PUBLICO,2015,8557
ZM DE VILLAHERMOSA,PUBLICO,2016,8050
ZM DE VILLAHERMOSA,PUBLICO,2017,8516
ZM DE VILLAHERMOSA,PUBLICO,2018,9069
ZM DE VILLAHERMOSA,PUBLICO,2019,9791
ZM DE VILLAHERMOSA,PUBLICO,2020,4481
ZM DE VILLAHERMOSA,PUBLICO,2021,7205
ZM DE VILLAHERMOSA,PUBLICO,2022,7636
ZM DE VILLAHERMOSA,PUBLICO,2023,7817
ZM DE VILLAHERMOSA,PUBLICO,2024,8009
ZM DE XALAPA,PRIVADO,2014,5460
ZM DE XALAPA,PRIVADO,2015,4986
ZM DE XALAPA,PRIVADO,2016,4635
ZM DE XALAPA,PRIVADO,2017,5450
ZM DE XALAPA,PRIVADO,2018,6304
ZM DE XALAPA,PRIVADO,2019,6698
ZM DE XALAPA,PRIVADO,2020,5227
ZM DE XALAPA,PRIVADO,2021,5606
ZM DE XALAPA,PRIVADO,2022,6849
ZM DE XALAPA,PRIVADO,2023,6534
ZM DE XALAPA,PRIVADO,2024,6289
ZM DE XALAPA,PUBLICO,2014,21699
ZM DE XALAPA,PUBLICO,2015,16546
ZM DE XALAPA,PUBLICO,2016,17288
ZM DE XALAPA,PUBLICO,2017,15357
ZM DE XALAPA,PUBLICO,2018,13905
ZM DE XALAPA,PUBLICO,2019,15927
ZM DE XALAPA,PUBLICO,2020,16242
ZM DE XALAPA,PUBLICO,2021,17222
ZM DE XALAPA,PUBLICO,2022,17446
ZM DE XALAPA,PUBLICO,2023,19542
ZM DE XALAPA,PUBLICO,2024,21048
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2014,1839
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2015,1589
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2016,1620
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2017,1583
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2018,1609
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2019,2023
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2020,1648
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2021,1864
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2022,2087
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2023,2163
ZM DE ZACATECAS-GUADALUPE,PRIVADO,2024,1843
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2014,7321
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2015,7937
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2016,8115
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2017,8416
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2018,8518
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2019,8844
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2020,8688
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2021,7868
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2022,7965
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2023,7642
ZM DE ZACATECAS-GUADALUPE,PUBLICO,2024,8221
ZM DE ZAMORA,PRIVADO,2014,837
ZM DE ZAMORA,PRIVADO,2015,1377
ZM DE ZAMORA,PRIVADO,2016,1326
ZM DE ZAMORA,PRIVADO,2017,1379
ZM DE ZAMORA,PRIVADO,2018,1241
ZM DE ZAMORA,PRIVADO,2019,1118
ZM DE ZAMORA,PRIVADO,2020,880
ZM DE ZAMORA,PRIVADO,2021,877
ZM DE ZAMORA,PRIVADO,2022,1218
ZM DE ZAMORA,PRIVADO,2023,1097
ZM DE ZAMORA,PRIVADO,2024,853
ZM DE ZAMORA,PUBLICO,2014,862
ZM DE ZAMORA,PUBLICO,2015,950
ZM DE ZAMORA,PUBLICO,2016,877
ZM DE ZAMORA,PUBLICO,2017,913
ZM DE ZAMORA,PUBLICO,2018,1122
ZM DE ZAMORA,PUBLICO,2019,1269
ZM DE ZAMORA,PUBLICO,2020,1109
ZM DE ZAMORA,PUBLICO,2021,1145
ZM DE ZAMORA,PUBLICO,2022,1234
ZM DE ZAMORA,PUBLICO,2023,1351
ZM DE ZAMORA,PUBLICO,2024,988
ZM LA PIEDAD-PENJAMO,PRIVADO,2014,208
ZM LA PIEDAD-PENJAMO,PRIVADO,2015,227
ZM LA PIEDAD-PENJAMO,PRIVADO,2016,381
ZM LA PIEDAD-PENJAMO,PRIVADO,2017,375
ZM LA PIEDAD-PENJAMO,PRIVADO,2018,638
ZM LA PIEDAD-PENJAMO,PRIVADO,2019,587
ZM LA PIEDAD-PENJAMO,PRIVADO,2020,477
ZM LA PIEDAD-PENJAMO,PRIVADO,2021,363
ZM LA PIEDAD-PENJAMO,PRIVADO,2022,730
ZM LA PIEDAD-PENJAMO,PRIVADO,2023,642
ZM LA PIEDAD-PENJAMO,PRIVADO,2024,681
ZM LA PIEDAD-PENJAMO,PUBLICO,2014,840
ZM LA PIEDAD-PENJAMO,PUBLICO,2015,945
ZM LA PIEDAD-PENJAMO,PUBLICO,2016,1124
ZM LA PIEDAD-PENJAMO,PUBLICO,2017,1001
ZM LA PIEDAD-PENJAMO,PUBLICO,2018,1053
ZM LA PIEDAD-PENJAMO,PUBLICO,2019,1119
ZM LA PIEDAD-PENJAMO,PUBLICO,2020,984
ZM LA PIEDAD-PENJAMO,PUBLICO,2021,795
ZM LA PIEDAD-PENJAMO,PUBLICO,2022,738
ZM LA PIEDAD-PENJAMO,PUBLICO,2023,781
ZM LA PIEDAD-PENJAMO,PUBLICO,2024,939
